Candidate	Score
Solution 2614	0.9953875696 [0.994581438075-0.996193701087]
Solution 2615	0.9954233124 [0.994617695637-0.996228929084]
Solution 2616	0.9954187905 [0.994613137890-0.996224443175]
Solution 2617	0.9954122677 [0.994606534690-0.996218000612]
Solution 2618	0.9953875696 [0.994581438075-0.996193701087]
Solution 2619	0.9954187905 [0.994613137890-0.996224443175]
Solution 2620	0.9954122677 [0.994606534690-0.996218000612]
Solution 2621	0.9953875696 [0.994581438075-0.996193701087]
Solution 2622	0.9954187905 [0.994613137890-0.996224443175]
Solution 2623	0.9954122677 [0.994606534690-0.996218000612]
Solution 2624	0.9953875696 [0.994581438075-0.996193701087]
Solution 2625	0.9954187905 [0.994613137890-0.996224443175]
Solution 2626	0.9954122677 [0.994606534690-0.996218000612]
Solution 2627	0.9953875696 [0.994581438075-0.996193701087]
Solution 2628	0.9954187905 [0.994613137890-0.996224443175]
Solution 2629	0.9954122677 [0.994606534690-0.996218000612]
Solution 2630	0.9953875696 [0.994581438075-0.996193701087]
Solution 2631	0.9954187905 [0.994613137890-0.996224443175]
Solution 2632	0.9954187905 [0.994613137890-0.996224443175]
Solution 2633	0.9954122677 [0.994606534690-0.996218000612]
Solution 2634	0.9954122677 [0.994606534690-0.996218000612]
Solution 2635	0.9953875696 [0.994581438075-0.996193701087]
Solution 2636	0.9953875696 [0.994581438075-0.996193701087]
Solution 2637	0.9953768299 [0.994570611701-0.996183048151]
Solution 2638	0.9953771362 [0.994570929169-0.996183343301]
Solution 2639	0.9953702932 [0.994563992629-0.996176593841]
Solution 2640	0.9953705995 [0.994564310108-0.996176888981]
Solution 2641	0.9953454985 [0.994538796292-0.996152200713]
Solution 2642	0.9953458048 [0.994539113760-0.996152495863]
Solution 2643	0.9953768299 [0.994570611701-0.996183048151]
Solution 2644	0.9953771362 [0.994570929169-0.996183343301]
Solution 2645	0.9953702932 [0.994563992629-0.996176593841]
Solution 2646	0.9953705995 [0.994564310108-0.996176888981]
Solution 2647	0.9953454985 [0.994538796292-0.996152200713]
Solution 2648	0.9953458048 [0.994539113760-0.996152495863]
Solution 2649	0.9953768299 [0.994570611701-0.996183048151]
Solution 2650	0.9953771362 [0.994570929169-0.996183343301]
Solution 2651	0.9953702932 [0.994563992629-0.996176593841]
Solution 2652	0.9953705995 [0.994564310108-0.996176888981]
Solution 2653	0.9953454985 [0.994538796292-0.996152200713]
Solution 2654	0.9953458048 [0.994539113760-0.996152495863]
Solution 2655	0.9953768299 [0.994570611701-0.996183048151]
Solution 2656	0.9953771362 [0.994570929169-0.996183343301]
Solution 2657	0.9953702932 [0.994563992629-0.996176593841]
Solution 2658	0.9953705995 [0.994564310108-0.996176888981]
Solution 2659	0.9953454985 [0.994538796292-0.996152200713]
Solution 2660	0.9953458048 [0.994539113760-0.996152495863]
Solution 2661	0.9953768299 [0.994570611701-0.996183048151]
Solution 2662	0.9953771362 [0.994570929169-0.996183343301]
Solution 2663	0.9953768299 [0.994570611701-0.996183048151]
Solution 2664	0.9953771362 [0.994570929169-0.996183343301]
Solution 2665	0.9953702932 [0.994563992629-0.996176593841]
Solution 2666	0.9953705995 [0.994564310108-0.996176888981]
Solution 2667	0.9953702932 [0.994563992629-0.996176593841]
Solution 2668	0.9953705995 [0.994564310108-0.996176888981]
Solution 2669	0.9953454985 [0.994538796292-0.996152200713]
Solution 2670	0.9953458048 [0.994539113760-0.996152495863]
Solution 2671	0.9953454985 [0.994538796292-0.996152200713]
Solution 2672	0.9953458048 [0.994539113760-0.996152495863]
Solution 2673	0.9955895504 [0.994808995587-0.996370105274]
Solution 2674	0.9955850487 [0.994804456771-0.996365640605]
Solution 2675	0.9955785208 [0.994797845147-0.996359196423]
Solution 2676	0.9954233124 [0.994617695637-0.996228929084]
Solution 2677	0.9954187905 [0.994613137890-0.996224443175]
Solution 2678	0.9954122677 [0.994606534690-0.996218000612]
Solution 2679	0.9953875696 [0.994581438075-0.996193701087]
Solution 2680	0.9955895504 [0.994808995587-0.996370105274]
Solution 2681	0.9955850487 [0.994804456771-0.996365640605]
Solution 2682	0.9955785208 [0.994797845147-0.996359196423]
Solution 2683	0.9954233124 [0.994617695637-0.996228929084]
Solution 2684	0.9954187905 [0.994613137890-0.996224443175]
Solution 2685	0.9954122677 [0.994606534690-0.996218000612]
Solution 2686	0.9953875696 [0.994581438075-0.996193701087]
Solution 2687	0.9955895504 [0.994808995587-0.996370105274]
Solution 2688	0.9955850487 [0.994804456771-0.996365640605]
Solution 2689	0.9955785208 [0.994797845147-0.996359196423]
Solution 2690	0.9954233124 [0.994617695637-0.996228929084]
Solution 2691	0.9954187905 [0.994613137890-0.996224443175]
Solution 2692	0.9954122677 [0.994606534690-0.996218000612]
Solution 2693	0.9953875696 [0.994581438075-0.996193701087]
Solution 2694	0.9954233124 [0.994617695637-0.996228929084]
Solution 2695	0.9954187905 [0.994613137890-0.996224443175]
Solution 2696	0.9954122677 [0.994606534690-0.996218000612]
Solution 2697	0.9953875696 [0.994581438075-0.996193701087]
Solution 2698	0.9955895504 [0.994808995587-0.996370105274]
Solution 2699	0.9955850487 [0.994804456771-0.996365640605]
Solution 2700	0.9955785208 [0.994797845147-0.996359196423]
Solution 2701	0.9954233124 [0.994617695637-0.996228929084]
Solution 2702	0.9954187905 [0.994613137890-0.996224443175]
Solution 2703	0.9954122677 [0.994606534690-0.996218000612]
Solution 2704	0.9953875696 [0.994581438075-0.996193701087]
Solution 2705	0.9955895504 [0.994808995587-0.996370105274]
Solution 2706	0.9955895504 [0.994808995587-0.996370105274]
Solution 2707	0.9955850487 [0.994804456771-0.996365640605]
Solution 2708	0.9955850487 [0.994804456771-0.996365640605]
Solution 2709	0.9955785208 [0.994797845147-0.996359196423]
Solution 2710	0.9955785208 [0.994797845147-0.996359196423]
Solution 2711	0.9954233124 [0.994617695637-0.996228929084]
Solution 2712	0.9954187905 [0.994613137890-0.996224443175]
Solution 2713	0.9954122677 [0.994606534690-0.996218000612]
Solution 2714	0.9953875696 [0.994581438075-0.996193701087]
Solution 2715	0.9954233124 [0.994617695637-0.996228929084]
Solution 2716	0.9954187905 [0.994613137890-0.996224443175]
Solution 2717	0.9954122677 [0.994606534690-0.996218000612]
Solution 2718	0.9953875696 [0.994581438075-0.996193701087]
Solution 2719	0.9954233124 [0.994617695637-0.996228929084]
Solution 2720	0.9954187905 [0.994613137890-0.996224443175]
Solution 2721	0.9954122677 [0.994606534690-0.996218000612]
Solution 2722	0.9953875696 [0.994581438075-0.996193701087]
Solution 2723	0.9954233124 [0.994617695637-0.996228929084]
Solution 2724	0.9954187905 [0.994613137890-0.996224443175]
Solution 2725	0.9954122677 [0.994606534690-0.996218000612]
Solution 2726	0.9953875696 [0.994581438075-0.996193701087]
Solution 2727	0.9954233124 [0.994617695637-0.996228929084]
Solution 2728	0.9954187905 [0.994613137890-0.996224443175]
Solution 2729	0.9954122677 [0.994606534690-0.996218000612]
Solution 2730	0.9953875696 [0.994581438075-0.996193701087]
Solution 2731	0.9941227670 [0.993147272278-0.995098261815]
Solution 2732	0.9941165040 [0.993140949326-0.995092058726]
Solution 2733	0.9940984719 [0.993122754504-0.995074189395]
Solution 2734	0.9941227670 [0.993147272278-0.995098261815]
Solution 2735	0.9941165040 [0.993140949326-0.995092058726]
Solution 2736	0.9940984719 [0.993122754504-0.995074189395]
Solution 2737	0.9941227670 [0.993147272278-0.995098261815]
Solution 2738	0.9941165040 [0.993140949326-0.995092058726]
Solution 2739	0.9940984719 [0.993122754504-0.995074189395]
Solution 2740	0.9941227670 [0.993147272278-0.995098261815]
Solution 2741	0.9941165040 [0.993140949326-0.995092058726]
Solution 2742	0.9940984719 [0.993122754504-0.995074189395]
Solution 2743	0.9941227670 [0.993147272278-0.995098261815]
Solution 2744	0.9941227670 [0.993147272278-0.995098261815]
Solution 2745	0.9941165040 [0.993140949326-0.995092058726]
Solution 2746	0.9941165040 [0.993140949326-0.995092058726]
Solution 2747	0.9940984719 [0.993122754504-0.995074189395]
Solution 2748	0.9940984719 [0.993122754504-0.995074189395]
Solution 2749	0.9940808064 [0.993104872434-0.995056740446]
Solution 2750	0.9940811127 [0.993105187758-0.995057037741]
Solution 2751	0.9940745296 [0.993098533953-0.995050525267]
Solution 2752	0.9940748359 [0.993098849286-0.995050822553]
Solution 2753	0.9940564009 [0.993080239701-0.995032562039]
Solution 2754	0.9940567072 [0.993080555030-0.995032859330]
Solution 2755	0.9940808064 [0.993104872434-0.995056740446]
Solution 2756	0.9940811127 [0.993105187758-0.995057037741]
Solution 2757	0.9940745296 [0.993098533953-0.995050525267]
Solution 2758	0.9940748359 [0.993098849286-0.995050822553]
Solution 2759	0.9940564009 [0.993080239701-0.995032562039]
Solution 2760	0.9940567072 [0.993080555030-0.995032859330]
Solution 2761	0.9940808064 [0.993104872434-0.995056740446]
Solution 2762	0.9940811127 [0.993105187758-0.995057037741]
Solution 2763	0.9940745296 [0.993098533953-0.995050525267]
Solution 2764	0.9940748359 [0.993098849286-0.995050822553]
Solution 2765	0.9940564009 [0.993080239701-0.995032562039]
Solution 2766	0.9940567072 [0.993080555030-0.995032859330]
Solution 2767	0.9940808064 [0.993104872434-0.995056740446]
Solution 2768	0.9940811127 [0.993105187758-0.995057037741]
Solution 2769	0.9940745296 [0.993098533953-0.995050525267]
Solution 2770	0.9940748359 [0.993098849286-0.995050822553]
Solution 2771	0.9940564009 [0.993080239701-0.995032562039]
Solution 2772	0.9940567072 [0.993080555030-0.995032859330]
Solution 2773	0.9940808064 [0.993104872434-0.995056740446]
Solution 2774	0.9940811127 [0.993105187758-0.995057037741]
Solution 2775	0.9940808064 [0.993104872434-0.995056740446]
Solution 2776	0.9940811127 [0.993105187758-0.995057037741]
Solution 2777	0.9940745296 [0.993098533953-0.995050525267]
Solution 2778	0.9940748359 [0.993098849286-0.995050822553]
Solution 2779	0.9940745296 [0.993098533953-0.995050525267]
Solution 2780	0.9940748359 [0.993098849286-0.995050822553]
Solution 2781	0.9940564009 [0.993080239701-0.995032562039]
Solution 2782	0.9940567072 [0.993080555030-0.995032859330]
Solution 2783	0.9940564009 [0.993080239701-0.995032562039]
Solution 2784	0.9940567072 [0.993080555030-0.995032859330]
Solution 2785	0.9942891407 [0.993332699995-0.995245581397]
Solution 2786	0.9942846390 [0.993328170586-0.995241107321]
Solution 2787	0.9942783709 [0.993321840782-0.995234901041]
Solution 2788	0.9941272889 [0.993151821228-0.995102756521]
Solution 2789	0.9941227670 [0.993147272278-0.995098261815]
Solution 2790	0.9941165040 [0.993140949326-0.995092058726]
Solution 2791	0.9940984719 [0.993122754504-0.995074189395]
Solution 2792	0.9942891407 [0.993332699995-0.995245581397]
Solution 2793	0.9942846390 [0.993328170586-0.995241107321]
Solution 2794	0.9942783709 [0.993321840782-0.995234901041]
Solution 2795	0.9941272889 [0.993151821228-0.995102756521]
Solution 2796	0.9941227670 [0.993147272278-0.995098261815]
Solution 2797	0.9941165040 [0.993140949326-0.995092058726]
Solution 2798	0.9940984719 [0.993122754504-0.995074189395]
Solution 2799	0.9942891407 [0.993332699995-0.995245581397]
Solution 2800	0.9942846390 [0.993328170586-0.995241107321]
Solution 2801	0.9942783709 [0.993321840782-0.995234901041]
Solution 2802	0.9941272889 [0.993151821228-0.995102756521]
Solution 2803	0.9941227670 [0.993147272278-0.995098261815]
Solution 2804	0.9941165040 [0.993140949326-0.995092058726]
Solution 2805	0.9940984719 [0.993122754504-0.995074189395]
Solution 2806	0.9941272889 [0.993151821228-0.995102756521]
Solution 2807	0.9941227670 [0.993147272278-0.995098261815]
Solution 2808	0.9941165040 [0.993140949326-0.995092058726]
Solution 2809	0.9940984719 [0.993122754504-0.995074189395]
Solution 2810	0.9942891407 [0.993332699995-0.995245581397]
Solution 2811	0.9942846390 [0.993328170586-0.995241107321]
Solution 2812	0.9942783709 [0.993321840782-0.995234901041]
Solution 2813	0.9941272889 [0.993151821228-0.995102756521]
Solution 2814	0.9941227670 [0.993147272278-0.995098261815]
Solution 2815	0.9941165040 [0.993140949326-0.995092058726]
Solution 2816	0.9940984719 [0.993122754504-0.995074189395]
Solution 2817	0.9942891407 [0.993332699995-0.995245581397]
Solution 2818	0.9942891407 [0.993332699995-0.995245581397]
Solution 2819	0.9942846390 [0.993328170586-0.995241107321]
Solution 2820	0.9942846390 [0.993328170586-0.995241107321]
Solution 2821	0.9942783709 [0.993321840782-0.995234901041]
Solution 2822	0.9942783709 [0.993321840782-0.995234901041]
Solution 2823	0.9941272889 [0.993151821228-0.995102756521]
Solution 2824	0.9941227670 [0.993147272278-0.995098261815]
Solution 2825	0.9941165040 [0.993140949326-0.995092058726]
Solution 2826	0.9940984719 [0.993122754504-0.995074189395]
Solution 2827	0.9941272889 [0.993151821228-0.995102756521]
Solution 2828	0.9941227670 [0.993147272278-0.995098261815]
Solution 2829	0.9941165040 [0.993140949326-0.995092058726]
Solution 2830	0.9940984719 [0.993122754504-0.995074189395]
Solution 2831	0.9941272889 [0.993151821228-0.995102756521]
Solution 2832	0.9941227670 [0.993147272278-0.995098261815]
Solution 2833	0.9941165040 [0.993140949326-0.995092058726]
Solution 2834	0.9940984719 [0.993122754504-0.995074189395]
Solution 2835	0.9941272889 [0.993151821228-0.995102756521]
Solution 2836	0.9941227670 [0.993147272278-0.995098261815]
Solution 2837	0.9941165040 [0.993140949326-0.995092058726]
Solution 2838	0.9940984719 [0.993122754504-0.995074189395]
Solution 2839	0.9941272889 [0.993151821228-0.995102756521]
Solution 2840	0.9941227670 [0.993147272278-0.995098261815]
Solution 2841	0.9941165040 [0.993140949326-0.995092058726]
Solution 2842	0.9940984719 [0.993122754504-0.995074189395]
Solution 2843	0.9952442156 [0.994460254423-0.996028176732]
Solution 2844	0.9952322921 [0.994448213998-0.996016370226]
Solution 2845	0.9952442156 [0.994460254423-0.996028176732]
Solution 2846	0.9952322921 [0.994448213998-0.996016370226]
Solution 2847	0.9938757048 [0.993073963434-0.994677446068]
Solution 2848	0.9938801563 [0.993078547326-0.994681765232]
Solution 2849	0.9938637926 [0.993061882683-0.994665702485]
Solution 2850	0.9938682441 [0.993066466675-0.994670021548]
Solution 2851	0.9938757048 [0.993073963434-0.994677446068]
Solution 2852	0.9938801563 [0.993078547326-0.994681765232]
Solution 2853	0.9938637926 [0.993061882683-0.994665702485]
Solution 2854	0.9938682441 [0.993066466675-0.994670021548]
Solution 2855	0.9949670571 [0.994179096141-0.995755018137]
Solution 2856	0.9949609410 [0.994172888165-0.995748993827]
Solution 2857	0.9949670571 [0.994179096141-0.995755018137]
Solution 2858	0.9949609410 [0.994172888165-0.995748993827]
Solution 2859	0.9937506515 [0.992946873904-0.994554429041]
Solution 2860	0.9937391398 [0.992935193515-0.994543086018]
Solution 2861	0.9937506515 [0.992946873904-0.994554429041]
Solution 2862	0.9937391398 [0.992935193515-0.994543086018]
Solution 2863	0.9952442156 [0.994460254423-0.996028176732]
Solution 2864	0.9952322921 [0.994448213998-0.996016370226]
Solution 2865	0.9952442156 [0.994460254423-0.996028176732]
Solution 2866	0.9952322921 [0.994448213998-0.996016370226]
Solution 2867	0.9952442156 [0.994460254423-0.996028176732]
Solution 2868	0.9952322921 [0.994448213998-0.996016370226]
Solution 2869	0.9938757048 [0.993073963434-0.994677446068]
Solution 2870	0.9938801563 [0.993078547326-0.994681765232]
Solution 2871	0.9938637926 [0.993061882683-0.994665702485]
Solution 2872	0.9938682441 [0.993066466675-0.994670021548]
Solution 2873	0.9938757048 [0.993073963434-0.994677446068]
Solution 2874	0.9938801563 [0.993078547326-0.994681765232]
Solution 2875	0.9938637926 [0.993061882683-0.994665702485]
Solution 2876	0.9938682441 [0.993066466675-0.994670021548]
Solution 2877	0.9938757048 [0.993073963434-0.994677446068]
Solution 2878	0.9938801563 [0.993078547326-0.994681765232]
Solution 2879	0.9938637926 [0.993061882683-0.994665702485]
Solution 2880	0.9938682441 [0.993066466675-0.994670021548]
Solution 2881	0.9949670571 [0.994179096141-0.995755018137]
Solution 2882	0.9949609410 [0.994172888165-0.995748993827]
Solution 2883	0.9949670571 [0.994179096141-0.995755018137]
Solution 2884	0.9949609410 [0.994172888165-0.995748993827]
Solution 2885	0.9949670571 [0.994179096141-0.995755018137]
Solution 2886	0.9949609410 [0.994172888165-0.995748993827]
Solution 2887	0.9937506515 [0.992946873904-0.994554429041]
Solution 2888	0.9937391398 [0.992935193515-0.994543086018]
Solution 2889	0.9937506515 [0.992946873904-0.994554429041]
Solution 2890	0.9937391398 [0.992935193515-0.994543086018]
Solution 2891	0.9937506515 [0.992946873904-0.994554429041]
Solution 2892	0.9937391398 [0.992935193515-0.994543086018]
Solution 2893	0.9939753934 [0.993016743146-0.994934043576]
Solution 2894	0.9939637298 [0.993004994505-0.994922465007]
Solution 2895	0.9939753934 [0.993016743146-0.994934043576]
Solution 2896	0.9939637298 [0.993004994505-0.994922465007]
Solution 2897	0.9939753934 [0.993016743146-0.994934043576]
Solution 2898	0.9939637298 [0.993004994505-0.994922465007]
Solution 2899	0.9926067670 [0.991634416110-0.993579117973]
Solution 2900	0.9926112186 [0.991638973862-0.993583463275]
Solution 2901	0.9925951147 [0.991622635065-0.993567594403]
Solution 2902	0.9925995663 [0.991627192910-0.993571939614]
Solution 2903	0.9926067670 [0.991634416110-0.993579117973]
Solution 2904	0.9926112186 [0.991638973862-0.993583463275]
Solution 2905	0.9925951147 [0.991622635065-0.993567594403]
Solution 2906	0.9925995663 [0.991627192910-0.993571939614]
Solution 2907	0.9926067670 [0.991634416110-0.993579117973]
Solution 2908	0.9926112186 [0.991638973862-0.993583463275]
Solution 2909	0.9925951147 [0.991622635065-0.993567594403]
Solution 2910	0.9925995663 [0.991627192910-0.993571939614]
Solution 2911	0.9936913668 [0.992729472096-0.994653261534]
Solution 2912	0.9936852507 [0.992723284788-0.994647216557]
Solution 2913	0.9936913668 [0.992729472096-0.994653261534]
Solution 2914	0.9936852507 [0.992723284788-0.994647216557]
Solution 2915	0.9936913668 [0.992729472096-0.994653261534]
Solution 2916	0.9936852507 [0.992723284788-0.994647216557]
Solution 2917	0.9924749611 [0.991500865679-0.993449056618]
Solution 2918	0.9924634494 [0.991489222332-0.993437676554]
Solution 2919	0.9924749611 [0.991500865679-0.993449056618]
Solution 2920	0.9924634494 [0.991489222332-0.993437676554]
Solution 2921	0.9924749611 [0.991500865679-0.993449056618]
Solution 2922	0.9924634494 [0.991489222332-0.993437676554]
Solution 2923	0.9953391012 [0.994532375006-0.996145827309]
Solution 2924	0.9953271827 [0.994520354369-0.996134011057]
Solution 2925	0.9953042974 [0.994497031507-0.996111563277]
Solution 2926	0.9953391012 [0.994532375006-0.996145827309]
Solution 2927	0.9953271827 [0.994520354369-0.996134011057]
Solution 2928	0.9953042974 [0.994497031507-0.996111563277]
Solution 2929	0.9953391012 [0.994532375006-0.996145827309]
Solution 2930	0.9953271827 [0.994520354369-0.996134011057]
Solution 2931	0.9953042974 [0.994497031507-0.996111563277]
Solution 2932	0.9940091778 [0.993188552770-0.994829802769]
Solution 2933	0.9940136293 [0.993193131632-0.994834126962]
Solution 2934	0.9939972455 [0.993176468724-0.994818022308]
Solution 2935	0.9940016970 [0.993181047689-0.994822346399]
Solution 2936	0.9939742635 [0.993153023256-0.994795503807]
Solution 2937	0.9939787151 [0.993157602086-0.994799828033]
Solution 2938	0.9940091778 [0.993188552770-0.994829802769]
Solution 2939	0.9940136293 [0.993193131632-0.994834126962]
Solution 2940	0.9939972455 [0.993176468724-0.994818022308]
Solution 2941	0.9940016970 [0.993181047689-0.994822346399]
Solution 2942	0.9939742635 [0.993153023256-0.994795503807]
Solution 2943	0.9939787151 [0.993157602086-0.994799828033]
Solution 2944	0.9940091778 [0.993188552770-0.994829802769]
Solution 2945	0.9940136293 [0.993193131632-0.994834126962]
Solution 2946	0.9939972455 [0.993176468724-0.994818022308]
Solution 2947	0.9940016970 [0.993181047689-0.994822346399]
Solution 2948	0.9939742635 [0.993153023256-0.994795503807]
Solution 2949	0.9939787151 [0.993157602086-0.994799828033]
Solution 2950	0.9952503367 [0.994466461678-0.996034211806]
Solution 2951	0.9952442156 [0.994460254423-0.996028176732]
Solution 2952	0.9952322921 [0.994448213998-0.996016370226]
Solution 2953	0.9953452424 [0.994538593956-0.996151890859]
Solution 2954	0.9953391012 [0.994532375006-0.996145827309]
Solution 2955	0.9953271827 [0.994520354369-0.996134011057]
Solution 2956	0.9953042974 [0.994497031507-0.996111563277]
Solution 2957	0.9952503367 [0.994466461678-0.996034211806]
Solution 2958	0.9952442156 [0.994460254423-0.996028176732]
Solution 2959	0.9952322921 [0.994448213998-0.996016370226]
Solution 2960	0.9953452424 [0.994538593956-0.996151890859]
Solution 2961	0.9953391012 [0.994532375006-0.996145827309]
Solution 2962	0.9953271827 [0.994520354369-0.996134011057]
Solution 2963	0.9953042974 [0.994497031507-0.996111563277]
Solution 2964	0.9952503367 [0.994466461678-0.996034211806]
Solution 2965	0.9952442156 [0.994460254423-0.996028176732]
Solution 2966	0.9952322921 [0.994448213998-0.996016370226]
Solution 2967	0.9953452424 [0.994538593956-0.996151890859]
Solution 2968	0.9953391012 [0.994532375006-0.996145827309]
Solution 2969	0.9953271827 [0.994520354369-0.996134011057]
Solution 2970	0.9953042974 [0.994497031507-0.996111563277]
Solution 2971	0.9953452424 [0.994538593956-0.996151890859]
Solution 2972	0.9953391012 [0.994532375006-0.996145827309]
Solution 2973	0.9953271827 [0.994520354369-0.996134011057]
Solution 2974	0.9953042974 [0.994497031507-0.996111563277]
Solution 2975	0.9938709544 [0.993068968890-0.994672940002]
Solution 2976	0.9938594377 [0.993057288579-0.994661586859]
Solution 2977	0.9938493270 [0.993046983510-0.994651670493]
Solution 2978	0.9940045580 [0.993183697508-0.994825418537]
Solution 2979	0.9939930212 [0.993172013828-0.994814028592]
Solution 2980	0.9939829155 [0.993161729261-0.994804101767]
Solution 2981	0.9939696438 [0.993148168270-0.994791119300]
Solution 2982	0.9938709544 [0.993068968890-0.994672940002]
Solution 2983	0.9938594377 [0.993057288579-0.994661586859]
Solution 2984	0.9938493270 [0.993046983510-0.994651670493]
Solution 2985	0.9940045580 [0.993183697508-0.994825418537]
Solution 2986	0.9939930212 [0.993172013828-0.994814028592]
Solution 2987	0.9939829155 [0.993161729261-0.994804101767]
Solution 2988	0.9939696438 [0.993148168270-0.994791119300]
Solution 2989	0.9938709544 [0.993068968890-0.994672940002]
Solution 2990	0.9938594377 [0.993057288579-0.994661586859]
Solution 2991	0.9938493270 [0.993046983510-0.994651670493]
Solution 2992	0.9940045580 [0.993183697508-0.994825418537]
Solution 2993	0.9939930212 [0.993172013828-0.994814028592]
Solution 2994	0.9939829155 [0.993161729261-0.994804101767]
Solution 2995	0.9939696438 [0.993148168270-0.994791119300]
Solution 2996	0.9940045580 [0.993183697508-0.994825418537]
Solution 2997	0.9939930212 [0.993172013828-0.994814028592]
Solution 2998	0.9939829155 [0.993161729261-0.994804101767]
Solution 2999	0.9939696438 [0.993148168270-0.994791119300]
Solution 3000	0.9953391012 [0.994532375006-0.996145827309]
Solution 3001	0.9953271827 [0.994520354369-0.996134011057]
Solution 3002	0.9953042974 [0.994497031507-0.996111563277]
Solution 3003	0.9953391012 [0.994532375006-0.996145827309]
Solution 3004	0.9953271827 [0.994520354369-0.996134011057]
Solution 3005	0.9953042974 [0.994497031507-0.996111563277]
Solution 3006	0.9953391012 [0.994532375006-0.996145827309]
Solution 3007	0.9953271827 [0.994520354369-0.996134011057]
Solution 3008	0.9953042974 [0.994497031507-0.996111563277]
Solution 3009	0.9953391012 [0.994532375006-0.996145827309]
Solution 3010	0.9953271827 [0.994520354369-0.996134011057]
Solution 3011	0.9953042974 [0.994497031507-0.996111563277]
Solution 3012	0.9953391012 [0.994532375006-0.996145827309]
Solution 3013	0.9953391012 [0.994532375006-0.996145827309]
Solution 3014	0.9953271827 [0.994520354369-0.996134011057]
Solution 3015	0.9953271827 [0.994520354369-0.996134011057]
Solution 3016	0.9953042974 [0.994497031507-0.996111563277]
Solution 3017	0.9953042974 [0.994497031507-0.996111563277]
Solution 3018	0.9940091778 [0.993188552770-0.994829802769]
Solution 3019	0.9940136293 [0.993193131632-0.994834126962]
Solution 3020	0.9939972455 [0.993176468724-0.994818022308]
Solution 3021	0.9940016970 [0.993181047689-0.994822346399]
Solution 3022	0.9939742635 [0.993153023256-0.994795503807]
Solution 3023	0.9939787151 [0.993157602086-0.994799828033]
Solution 3024	0.9940091778 [0.993188552770-0.994829802769]
Solution 3025	0.9940136293 [0.993193131632-0.994834126962]
Solution 3026	0.9939972455 [0.993176468724-0.994818022308]
Solution 3027	0.9940016970 [0.993181047689-0.994822346399]
Solution 3028	0.9939742635 [0.993153023256-0.994795503807]
Solution 3029	0.9939787151 [0.993157602086-0.994799828033]
Solution 3030	0.9940091778 [0.993188552770-0.994829802769]
Solution 3031	0.9940136293 [0.993193131632-0.994834126962]
Solution 3032	0.9939972455 [0.993176468724-0.994818022308]
Solution 3033	0.9940016970 [0.993181047689-0.994822346399]
Solution 3034	0.9939742635 [0.993153023256-0.994795503807]
Solution 3035	0.9939787151 [0.993157602086-0.994799828033]
Solution 3036	0.9940091778 [0.993188552770-0.994829802769]
Solution 3037	0.9940136293 [0.993193131632-0.994834126962]
Solution 3038	0.9939972455 [0.993176468724-0.994818022308]
Solution 3039	0.9940016970 [0.993181047689-0.994822346399]
Solution 3040	0.9939742635 [0.993153023256-0.994795503807]
Solution 3041	0.9939787151 [0.993157602086-0.994799828033]
Solution 3042	0.9940091778 [0.993188552770-0.994829802769]
Solution 3043	0.9940136293 [0.993193131632-0.994834126962]
Solution 3044	0.9940091778 [0.993188552770-0.994829802769]
Solution 3045	0.9940136293 [0.993193131632-0.994834126962]
Solution 3046	0.9939972455 [0.993176468724-0.994818022308]
Solution 3047	0.9940016970 [0.993181047689-0.994822346399]
Solution 3048	0.9939972455 [0.993176468724-0.994818022308]
Solution 3049	0.9940016970 [0.993181047689-0.994822346399]
Solution 3050	0.9939742635 [0.993153023256-0.994795503807]
Solution 3051	0.9939787151 [0.993157602086-0.994799828033]
Solution 3052	0.9939742635 [0.993153023256-0.994795503807]
Solution 3053	0.9939787151 [0.993157602086-0.994799828033]
Solution 3054	0.9952503367 [0.994466461678-0.996034211806]
Solution 3055	0.9952442156 [0.994460254423-0.996028176732]
Solution 3056	0.9952322921 [0.994448213998-0.996016370226]
Solution 3057	0.9953452424 [0.994538593956-0.996151890859]
Solution 3058	0.9953391012 [0.994532375006-0.996145827309]
Solution 3059	0.9953271827 [0.994520354369-0.996134011057]
Solution 3060	0.9953042974 [0.994497031507-0.996111563277]
Solution 3061	0.9952503367 [0.994466461678-0.996034211806]
Solution 3062	0.9952442156 [0.994460254423-0.996028176732]
Solution 3063	0.9952322921 [0.994448213998-0.996016370226]
Solution 3064	0.9953452424 [0.994538593956-0.996151890859]
Solution 3065	0.9953391012 [0.994532375006-0.996145827309]
Solution 3066	0.9953271827 [0.994520354369-0.996134011057]
Solution 3067	0.9953042974 [0.994497031507-0.996111563277]
Solution 3068	0.9952503367 [0.994466461678-0.996034211806]
Solution 3069	0.9952442156 [0.994460254423-0.996028176732]
Solution 3070	0.9952322921 [0.994448213998-0.996016370226]
Solution 3071	0.9953452424 [0.994538593956-0.996151890859]
Solution 3072	0.9953391012 [0.994532375006-0.996145827309]
Solution 3073	0.9953271827 [0.994520354369-0.996134011057]
Solution 3074	0.9953042974 [0.994497031507-0.996111563277]
Solution 3075	0.9953452424 [0.994538593956-0.996151890859]
Solution 3076	0.9953391012 [0.994532375006-0.996145827309]
Solution 3077	0.9953271827 [0.994520354369-0.996134011057]
Solution 3078	0.9953042974 [0.994497031507-0.996111563277]
Solution 3079	0.9952503367 [0.994466461678-0.996034211806]
