Candidate	Score
Solution 1093	0.9919721909 [0.990964158111-0.992980223594]
Solution 1094	0.9929791500 [0.991992247422-0.993966052595]
Solution 1095	0.9921323316 [0.991126377186-0.993138286033]
Solution 1096	0.9931585694 [0.992174236512-0.994142902330]
Solution 1097	0.9919721909 [0.990964158111-0.992980223594]
Solution 1098	0.9929791500 [0.991992247422-0.993966052595]
Solution 1099	0.9900426921 [0.989017528711-0.991067855557]
Solution 1100	0.9899993544 [0.988973156389-0.991025552392]
Solution 1101	0.9900426921 [0.989017528711-0.991067855557]
Solution 1102	0.9899993544 [0.988973156389-0.991025552392]
Solution 1103	0.9900426921 [0.989017528711-0.991067855557]
Solution 1104	0.9899993544 [0.988973156389-0.991025552392]
Solution 1105	0.9954776245 [0.994672958375-0.996282290651]
Solution 1106	0.9954582253 [0.994653176114-0.996263274572]
Solution 1107	0.9954359815 [0.994630760652-0.996241202376]
Solution 1108	0.9954165685 [0.994610963073-0.996222173997]
Solution 1109	0.9954776245 [0.994672958375-0.996282290651]
Solution 1110	0.9954582253 [0.994653176114-0.996263274572]
Solution 1111	0.9954362878 [0.994631078145-0.996241497501]
Solution 1112	0.9954362878 [0.994631078145-0.996241497501]
Solution 1113	0.9954168748 [0.994611280570-0.996222469118]
Solution 1114	0.9954168748 [0.994611280570-0.996222469118]
Solution 1115	0.9956520325 [0.994872388851-0.996431676158]
Solution 1116	0.9956471240 [0.994867441169-0.996426806878]
Solution 1117	0.9956518455 [0.994872331266-0.996431359643]
Solution 1118	0.9956518455 [0.994872331266-0.996431359643]
Solution 1119	0.9956469483 [0.994867395110-0.996426501434]
Solution 1120	0.9956469483 [0.994867395110-0.996426501434]
Solution 1121	0.9956678489 [0.994888568357-0.996447129363]
Solution 1122	0.9956675551 [0.994888269061-0.996446841148]
Solution 1123	0.9954750083 [0.994670136715-0.996279879945]
Solution 1124	0.9954701049 [0.994665195585-0.996275014157]
Solution 1125	0.9954508024 [0.994645512947-0.996256091782]
Solution 1126	0.9954825418 [0.994677913418-0.996287170145]
Solution 1127	0.9954825418 [0.994677913418-0.996287170145]
Solution 1128	0.9954776245 [0.994672958375-0.996282290651]
Solution 1129	0.9954776245 [0.994672958375-0.996282290651]
Solution 1130	0.9954582253 [0.994653176114-0.996263274572]
Solution 1131	0.9954582253 [0.994653176114-0.996263274572]
Solution 1132	0.9956523313 [0.994872693163-0.996431969399]
Solution 1133	0.9956520325 [0.994872388851-0.996431676158]
Solution 1134	0.9956471240 [0.994867441169-0.996426806878]
Solution 1135	0.9954753272 [0.994670461622-0.996280192765]
Solution 1136	0.9954750083 [0.994670136715-0.996279879945]
Solution 1137	0.9954701049 [0.994665195585-0.996275014157]
Solution 1138	0.9954508024 [0.994645512947-0.996256091782]
Solution 1139	0.9953959994 [0.994589919462-0.996202079265]
Solution 1140	0.9943285253 [0.993509586999-0.995147463584]
Solution 1141	0.9953772580 [0.994570805036-0.996183710975]
Solution 1142	0.9943109778 [0.993491506893-0.995130448680]
Solution 1143	0.9953966220 [0.994590568016-0.996202676034]
Solution 1144	0.9943326605 [0.993513813588-0.995151507346]
Solution 1145	0.9953778807 [0.994571453597-0.996184307737]
Solution 1146	0.9943151130 [0.993495733571-0.995134492353]
Solution 1147	0.9956435123 [0.994863648917-0.996423375754]
Solution 1148	0.9946368093 [0.993843993751-0.995429624797]
Solution 1149	0.9956386365 [0.994858734015-0.996418538973]
Solution 1150	0.9946260018 [0.993833061747-0.995418941910]
Solution 1151	0.9954902070 [0.994685432116-0.996294981976]
Solution 1152	0.9945093068 [0.993692612641-0.995326000911]
Solution 1153	0.9954853463 [0.994680534527-0.996290158011]
Solution 1154	0.9944985094 [0.993681695582-0.995315323165]
Solution 1155	0.9954665221 [0.994661334566-0.996271709547]
Solution 1156	0.9944808652 [0.993663517676-0.995298212734]
Solution 1157	0.9954776245 [0.994672958375-0.996282290651]
Solution 1158	0.9954776245 [0.994672958375-0.996282290651]
Solution 1159	0.9954582253 [0.994653176114-0.996263274572]
Solution 1160	0.9954582253 [0.994653176114-0.996263274572]
Solution 1161	0.9954359815 [0.994630760652-0.996241202376]
Solution 1162	0.9954359815 [0.994630760652-0.996241202376]
Solution 1163	0.9954165685 [0.994610963073-0.996222173997]
Solution 1164	0.9954165685 [0.994610963073-0.996222173997]
Solution 1165	0.9954776245 [0.994672958375-0.996282290651]
Solution 1166	0.9954776245 [0.994672958375-0.996282290651]
Solution 1167	0.9954776245 [0.994672958375-0.996282290651]
Solution 1168	0.9954582253 [0.994653176114-0.996263274572]
Solution 1169	0.9954582253 [0.994653176114-0.996263274572]
Solution 1170	0.9954582253 [0.994653176114-0.996263274572]
Solution 1171	0.9954359815 [0.994630760652-0.996241202376]
Solution 1172	0.9954359815 [0.994630760652-0.996241202376]
Solution 1173	0.9954359815 [0.994630760652-0.996241202376]
Solution 1174	0.9954165685 [0.994610963073-0.996222173997]
Solution 1175	0.9954165685 [0.994610963073-0.996222173997]
Solution 1176	0.9954165685 [0.994610963073-0.996222173997]
Solution 1177	0.9931801291 [0.992196066811-0.994164191340]
Solution 1178	0.9931801291 [0.992196066811-0.994164191340]
Solution 1179	0.9931801291 [0.992196066811-0.994164191340]
Solution 1180	0.9931690153 [0.992184859966-0.994153170676]
Solution 1181	0.9931690153 [0.992184859966-0.994153170676]
Solution 1182	0.9931690153 [0.992184859966-0.994153170676]
Solution 1183	0.9941874510 [0.993212755321-0.995162146744]
Solution 1184	0.9941874510 [0.993212755321-0.995162146744]
Solution 1185	0.9941874510 [0.993212755321-0.995162146744]
Solution 1186	0.9941747179 [0.993199870775-0.995149564936]
Solution 1187	0.9941747179 [0.993199870775-0.995149564936]
Solution 1188	0.9941747179 [0.993199870775-0.995149564936]
Solution 1189	0.9931876625 [0.992203790403-0.994171534650]
Solution 1190	0.9931876625 [0.992203790403-0.994171534650]
Solution 1191	0.9931876625 [0.992203790403-0.994171534650]
Solution 1192	0.9931765350 [0.992192569648-0.994160500277]
Solution 1193	0.9931765350 [0.992192569648-0.994160500277]
Solution 1194	0.9931765350 [0.992192569648-0.994160500277]
Solution 1195	0.9941454904 [0.993170353722-0.995120627129]
Solution 1196	0.9941454904 [0.993170353722-0.995120627129]
Solution 1197	0.9941454904 [0.993170353722-0.995120627129]
Solution 1198	0.9941327434 [0.993157453827-0.995108033053]
Solution 1199	0.9941327434 [0.993157453827-0.995108033053]
Solution 1200	0.9941327434 [0.993157453827-0.995108033053]
Solution 1201	0.9954776245 [0.994672958375-0.996282290651]
Solution 1202	0.9954776245 [0.994672958375-0.996282290651]
Solution 1203	0.9954582253 [0.994653176114-0.996263274572]
Solution 1204	0.9954582253 [0.994653176114-0.996263274572]
Solution 1205	0.9954362878 [0.994631078145-0.996241497501]
Solution 1206	0.9954362878 [0.994631078145-0.996241497501]
Solution 1207	0.9954168748 [0.994611280570-0.996222469118]
Solution 1208	0.9954168748 [0.994611280570-0.996222469118]
Solution 1209	0.9954362878 [0.994631078145-0.996241497501]
Solution 1210	0.9954362878 [0.994631078145-0.996241497501]
Solution 1211	0.9954168748 [0.994611280570-0.996222469118]
Solution 1212	0.9954168748 [0.994611280570-0.996222469118]
Solution 1213	0.9954776245 [0.994672958375-0.996282290651]
Solution 1214	0.9954776245 [0.994672958375-0.996282290651]
Solution 1215	0.9954776245 [0.994672958375-0.996282290651]
Solution 1216	0.9954582253 [0.994653176114-0.996263274572]
Solution 1217	0.9954582253 [0.994653176114-0.996263274572]
Solution 1218	0.9954582253 [0.994653176114-0.996263274572]
Solution 1219	0.9954362878 [0.994631078145-0.996241497501]
Solution 1220	0.9954362878 [0.994631078145-0.996241497501]
Solution 1221	0.9954362878 [0.994631078145-0.996241497501]
Solution 1222	0.9954168748 [0.994611280570-0.996222469118]
Solution 1223	0.9954168748 [0.994611280570-0.996222469118]
Solution 1224	0.9954168748 [0.994611280570-0.996222469118]
Solution 1225	0.9954362878 [0.994631078145-0.996241497501]
Solution 1226	0.9954362878 [0.994631078145-0.996241497501]
Solution 1227	0.9954362878 [0.994631078145-0.996241497501]
Solution 1228	0.9954168748 [0.994611280570-0.996222469118]
Solution 1229	0.9954168748 [0.994611280570-0.996222469118]
Solution 1230	0.9954168748 [0.994611280570-0.996222469118]
Solution 1231	0.9931801291 [0.992196066811-0.994164191340]
Solution 1232	0.9931801291 [0.992196066811-0.994164191340]
Solution 1233	0.9931801291 [0.992196066811-0.994164191340]
Solution 1234	0.9931690153 [0.992184859966-0.994153170676]
Solution 1235	0.9931690153 [0.992184859966-0.994153170676]
Solution 1236	0.9931690153 [0.992184859966-0.994153170676]
Solution 1237	0.9941874510 [0.993212755321-0.995162146744]
Solution 1238	0.9941874510 [0.993212755321-0.995162146744]
Solution 1239	0.9941874510 [0.993212755321-0.995162146744]
Solution 1240	0.9941747179 [0.993199870775-0.995149564936]
Solution 1241	0.9941747179 [0.993199870775-0.995149564936]
Solution 1242	0.9941747179 [0.993199870775-0.995149564936]
Solution 1243	0.9931876625 [0.992203790403-0.994171534650]
Solution 1244	0.9931876625 [0.992203790403-0.994171534650]
Solution 1245	0.9931876625 [0.992203790403-0.994171534650]
Solution 1246	0.9931765350 [0.992192569648-0.994160500277]
Solution 1247	0.9931765350 [0.992192569648-0.994160500277]
Solution 1248	0.9931765350 [0.992192569648-0.994160500277]
Solution 1249	0.9931876625 [0.992203790403-0.994171534650]
Solution 1250	0.9931876625 [0.992203790403-0.994171534650]
Solution 1251	0.9931876625 [0.992203790403-0.994171534650]
Solution 1252	0.9931765350 [0.992192569648-0.994160500277]
Solution 1253	0.9931765350 [0.992192569648-0.994160500277]
Solution 1254	0.9931765350 [0.992192569648-0.994160500277]
Solution 1255	0.9941457967 [0.993170669064-0.995120924406]
Solution 1256	0.9941457967 [0.993170669064-0.995120924406]
Solution 1257	0.9941457967 [0.993170669064-0.995120924406]
Solution 1258	0.9941330497 [0.993157769175-0.995108330323]
Solution 1259	0.9941330497 [0.993157769175-0.995108330323]
Solution 1260	0.9941330497 [0.993157769175-0.995108330323]
Solution 1261	0.9941457967 [0.993170669064-0.995120924406]
Solution 1262	0.9941457967 [0.993170669064-0.995120924406]
Solution 1263	0.9941457967 [0.993170669064-0.995120924406]
Solution 1264	0.9941330497 [0.993157769175-0.995108330323]
Solution 1265	0.9941330497 [0.993157769175-0.995108330323]
Solution 1266	0.9941330497 [0.993157769175-0.995108330323]
Solution 1267	0.9956520325 [0.994872388851-0.996431676158]
Solution 1268	0.9956520325 [0.994872388851-0.996431676158]
Solution 1269	0.9956471240 [0.994867441169-0.996426806878]
Solution 1270	0.9956471240 [0.994867441169-0.996426806878]
Solution 1271	0.9956518455 [0.994872331266-0.996431359643]
Solution 1272	0.9956518455 [0.994872331266-0.996431359643]
Solution 1273	0.9956469483 [0.994867395110-0.996426501434]
Solution 1274	0.9956469483 [0.994867395110-0.996426501434]
Solution 1275	0.9956518455 [0.994872331266-0.996431359643]
Solution 1276	0.9956518455 [0.994872331266-0.996431359643]
Solution 1277	0.9956469483 [0.994867395110-0.996426501434]
Solution 1278	0.9956469483 [0.994867395110-0.996426501434]
Solution 1279	0.9956678489 [0.994888568357-0.996447129363]
Solution 1280	0.9956678489 [0.994888568357-0.996447129363]
Solution 1281	0.9956675551 [0.994888269061-0.996446841148]
Solution 1282	0.9956675551 [0.994888269061-0.996446841148]
Solution 1283	0.9956520325 [0.994872388851-0.996431676158]
Solution 1284	0.9956520325 [0.994872388851-0.996431676158]
Solution 1285	0.9956520325 [0.994872388851-0.996431676158]
Solution 1286	0.9956471240 [0.994867441169-0.996426806878]
Solution 1287	0.9956471240 [0.994867441169-0.996426806878]
Solution 1288	0.9956471240 [0.994867441169-0.996426806878]
Solution 1289	0.9956518455 [0.994872331266-0.996431359643]
Solution 1290	0.9956518455 [0.994872331266-0.996431359643]
Solution 1291	0.9956518455 [0.994872331266-0.996431359643]
Solution 1292	0.9956469483 [0.994867395110-0.996426501434]
Solution 1293	0.9956469483 [0.994867395110-0.996426501434]
Solution 1294	0.9956469483 [0.994867395110-0.996426501434]
Solution 1295	0.9956518455 [0.994872331266-0.996431359643]
Solution 1296	0.9956518455 [0.994872331266-0.996431359643]
Solution 1297	0.9956518455 [0.994872331266-0.996431359643]
Solution 1298	0.9956469483 [0.994867395110-0.996426501434]
Solution 1299	0.9956469483 [0.994867395110-0.996426501434]
Solution 1300	0.9956469483 [0.994867395110-0.996426501434]
Solution 1301	0.9956678489 [0.994888568357-0.996447129363]
Solution 1302	0.9956678489 [0.994888568357-0.996447129363]
Solution 1303	0.9956678489 [0.994888568357-0.996447129363]
Solution 1304	0.9956675551 [0.994888269061-0.996446841148]
Solution 1305	0.9956675551 [0.994888269061-0.996446841148]
Solution 1306	0.9956675551 [0.994888269061-0.996446841148]
Solution 1307	0.9933498470 [0.992384640368-0.994315053671]
Solution 1308	0.9933498470 [0.992384640368-0.994315053671]
Solution 1309	0.9933498470 [0.992384640368-0.994315053671]
Solution 1310	0.9933494014 [0.992384189238-0.994314613491]
Solution 1311	0.9933494014 [0.992384189238-0.994314613491]
Solution 1312	0.9933494014 [0.992384189238-0.994314613491]
Solution 1313	0.9943572129 [0.993401496980-0.995312928849]
Solution 1314	0.9943572129 [0.993401496980-0.995312928849]
Solution 1315	0.9943572129 [0.993401496980-0.995312928849]
Solution 1316	0.9943525643 [0.993396820645-0.995308307944]
Solution 1317	0.9943525643 [0.993396820645-0.995308307944]
Solution 1318	0.9943525643 [0.993396820645-0.995308307944]
Solution 1319	0.9933533570 [0.992388222097-0.994318491948]
Solution 1320	0.9933533570 [0.992388222097-0.994318491948]
Solution 1321	0.9933533570 [0.992388222097-0.994318491948]
Solution 1322	0.9933529227 [0.992387782542-0.994318062790]
Solution 1323	0.9933529227 [0.992387782542-0.994318062790]
Solution 1324	0.9933529227 [0.992387782542-0.994318062790]
Solution 1325	0.9933533570 [0.992388222097-0.994318491948]
Solution 1326	0.9933533570 [0.992388222097-0.994318491948]
Solution 1327	0.9933533570 [0.992388222097-0.994318491948]
Solution 1328	0.9933529227 [0.992387782542-0.994318062790]
Solution 1329	0.9933529227 [0.992387782542-0.994318062790]
Solution 1330	0.9933529227 [0.992387782542-0.994318062790]
Solution 1331	0.9943569104 [0.993401297668-0.995312523074]
Solution 1332	0.9943569104 [0.993401297668-0.995312523074]
Solution 1333	0.9943569104 [0.993401297668-0.995312523074]
Solution 1334	0.9943522730 [0.993396632810-0.995307913289]
Solution 1335	0.9943522730 [0.993396632810-0.995307913289]
Solution 1336	0.9943522730 [0.993396632810-0.995307913289]
Solution 1337	0.9943569104 [0.993401297668-0.995312523074]
Solution 1338	0.9943569104 [0.993401297668-0.995312523074]
Solution 1339	0.9943569104 [0.993401297668-0.995312523074]
Solution 1340	0.9943522730 [0.993396632810-0.995307913289]
Solution 1341	0.9943522730 [0.993396632810-0.995307913289]
Solution 1342	0.9943522730 [0.993396632810-0.995307913289]
Solution 1343	0.9933636962 [0.992398634062-0.994328758372]
Solution 1344	0.9933636962 [0.992398634062-0.994328758372]
Solution 1345	0.9933636962 [0.992398634062-0.994328758372]
Solution 1346	0.9933635958 [0.992398531225-0.994328660350]
Solution 1347	0.9933635958 [0.992398531225-0.994328660350]
Solution 1348	0.9933635958 [0.992398531225-0.994328660350]
Solution 1349	0.9943661612 [0.993410572330-0.995321749996]
Solution 1350	0.9943661612 [0.993410572330-0.995321749996]
Solution 1351	0.9943661612 [0.993410572330-0.995321749996]
Solution 1352	0.9943658674 [0.993410274233-0.995321460581]
Solution 1353	0.9943658674 [0.993410274233-0.995321460581]
Solution 1354	0.9943658674 [0.993410274233-0.995321460581]
Solution 1355	0.9954750083 [0.994670136715-0.996279879945]
Solution 1356	0.9954750083 [0.994670136715-0.996279879945]
Solution 1357	0.9954750083 [0.994670136715-0.996279879945]
Solution 1358	0.9954701049 [0.994665195585-0.996275014157]
Solution 1359	0.9954701049 [0.994665195585-0.996275014157]
Solution 1360	0.9954701049 [0.994665195585-0.996275014157]
Solution 1361	0.9954508024 [0.994645512947-0.996256091782]
Solution 1362	0.9954508024 [0.994645512947-0.996256091782]
Solution 1363	0.9954508024 [0.994645512947-0.996256091782]
Solution 1364	0.9954825418 [0.994677913418-0.996287170145]
Solution 1365	0.9954825418 [0.994677913418-0.996287170145]
Solution 1366	0.9954825418 [0.994677913418-0.996287170145]
Solution 1367	0.9954776245 [0.994672958375-0.996282290651]
Solution 1368	0.9954776245 [0.994672958375-0.996282290651]
Solution 1369	0.9954776245 [0.994672958375-0.996282290651]
Solution 1370	0.9954582253 [0.994653176114-0.996263274572]
Solution 1371	0.9954582253 [0.994653176114-0.996263274572]
Solution 1372	0.9954582253 [0.994653176114-0.996263274572]
Solution 1373	0.9954825418 [0.994677913418-0.996287170145]
Solution 1374	0.9954825418 [0.994677913418-0.996287170145]
Solution 1375	0.9954825418 [0.994677913418-0.996287170145]
Solution 1376	0.9954776245 [0.994672958375-0.996282290651]
Solution 1377	0.9954776245 [0.994672958375-0.996282290651]
Solution 1378	0.9954776245 [0.994672958375-0.996282290651]
Solution 1379	0.9954582253 [0.994653176114-0.996263274572]
Solution 1380	0.9954582253 [0.994653176114-0.996263274572]
Solution 1381	0.9954582253 [0.994653176114-0.996263274572]
Solution 1382	0.9956523313 [0.994872693163-0.996431969399]
Solution 1383	0.9956523313 [0.994872693163-0.996431969399]
Solution 1384	0.9956523313 [0.994872693163-0.996431969399]
Solution 1385	0.9954753272 [0.994670461622-0.996280192765]
Solution 1386	0.9954753272 [0.994670461622-0.996280192765]
Solution 1387	0.9954753272 [0.994670461622-0.996280192765]
Solution 1388	0.9956520325 [0.994872388851-0.996431676158]
Solution 1389	0.9956471240 [0.994867441169-0.996426806878]
Solution 1390	0.9954750083 [0.994670136715-0.996279879945]
Solution 1391	0.9954701049 [0.994665195585-0.996275014157]
Solution 1392	0.9954508024 [0.994645512947-0.996256091782]
Solution 1393	0.9954753272 [0.994670461622-0.996280192765]
Solution 1394	0.9956520325 [0.994872388851-0.996431676158]
Solution 1395	0.9956520325 [0.994872388851-0.996431676158]
Solution 1396	0.9956471240 [0.994867441169-0.996426806878]
Solution 1397	0.9956471240 [0.994867441169-0.996426806878]
Solution 1398	0.9954750083 [0.994670136715-0.996279879945]
Solution 1399	0.9954701049 [0.994665195585-0.996275014157]
Solution 1400	0.9954508024 [0.994645512947-0.996256091782]
Solution 1401	0.9954750083 [0.994670136715-0.996279879945]
Solution 1402	0.9954701049 [0.994665195585-0.996275014157]
Solution 1403	0.9954508024 [0.994645512947-0.996256091782]
Solution 1404	0.9954750083 [0.994670136715-0.996279879945]
Solution 1405	0.9954701049 [0.994665195585-0.996275014157]
Solution 1406	0.9954508024 [0.994645512947-0.996256091782]
Solution 1407	0.9954750083 [0.994670136715-0.996279879945]
Solution 1408	0.9954701049 [0.994665195585-0.996275014157]
Solution 1409	0.9954508024 [0.994645512947-0.996256091782]
Solution 1410	0.9954750083 [0.994670136715-0.996279879945]
Solution 1411	0.9954750083 [0.994670136715-0.996279879945]
Solution 1412	0.9954750083 [0.994670136715-0.996279879945]
Solution 1413	0.9954750083 [0.994670136715-0.996279879945]
Solution 1414	0.9954750083 [0.994670136715-0.996279879945]
Solution 1415	0.9954701049 [0.994665195585-0.996275014157]
Solution 1416	0.9954701049 [0.994665195585-0.996275014157]
Solution 1417	0.9954701049 [0.994665195585-0.996275014157]
Solution 1418	0.9954701049 [0.994665195585-0.996275014157]
Solution 1419	0.9954701049 [0.994665195585-0.996275014157]
Solution 1420	0.9954508024 [0.994645512947-0.996256091782]
Solution 1421	0.9954508024 [0.994645512947-0.996256091782]
Solution 1422	0.9954508024 [0.994645512947-0.996256091782]
Solution 1423	0.9954508024 [0.994645512947-0.996256091782]
Solution 1424	0.9954508024 [0.994645512947-0.996256091782]
Solution 1425	0.9954825418 [0.994677913418-0.996287170145]
Solution 1426	0.9954825418 [0.994677913418-0.996287170145]
Solution 1427	0.9954776245 [0.994672958375-0.996282290651]
Solution 1428	0.9954776245 [0.994672958375-0.996282290651]
Solution 1429	0.9954582253 [0.994653176114-0.996263274572]
Solution 1430	0.9954582253 [0.994653176114-0.996263274572]
Solution 1431	0.9954825418 [0.994677913418-0.996287170145]
Solution 1432	0.9954825418 [0.994677913418-0.996287170145]
Solution 1433	0.9954825418 [0.994677913418-0.996287170145]
Solution 1434	0.9954825418 [0.994677913418-0.996287170145]
Solution 1435	0.9954825418 [0.994677913418-0.996287170145]
Solution 1436	0.9954825418 [0.994677913418-0.996287170145]
Solution 1437	0.9954825418 [0.994677913418-0.996287170145]
Solution 1438	0.9954825418 [0.994677913418-0.996287170145]
Solution 1439	0.9954825418 [0.994677913418-0.996287170145]
Solution 1440	0.9954825418 [0.994677913418-0.996287170145]
Solution 1441	0.9954776245 [0.994672958375-0.996282290651]
Solution 1442	0.9954776245 [0.994672958375-0.996282290651]
Solution 1443	0.9954776245 [0.994672958375-0.996282290651]
Solution 1444	0.9954776245 [0.994672958375-0.996282290651]
Solution 1445	0.9954776245 [0.994672958375-0.996282290651]
Solution 1446	0.9954776245 [0.994672958375-0.996282290651]
Solution 1447	0.9954776245 [0.994672958375-0.996282290651]
Solution 1448	0.9954776245 [0.994672958375-0.996282290651]
Solution 1449	0.9954776245 [0.994672958375-0.996282290651]
Solution 1450	0.9954776245 [0.994672958375-0.996282290651]
Solution 1451	0.9954582253 [0.994653176114-0.996263274572]
Solution 1452	0.9954582253 [0.994653176114-0.996263274572]
Solution 1453	0.9954582253 [0.994653176114-0.996263274572]
Solution 1454	0.9954582253 [0.994653176114-0.996263274572]
Solution 1455	0.9954582253 [0.994653176114-0.996263274572]
Solution 1456	0.9954582253 [0.994653176114-0.996263274572]
Solution 1457	0.9954582253 [0.994653176114-0.996263274572]
Solution 1458	0.9954582253 [0.994653176114-0.996263274572]
Solution 1459	0.9954582253 [0.994653176114-0.996263274572]
Solution 1460	0.9954582253 [0.994653176114-0.996263274572]
Solution 1461	0.9956523313 [0.994872693163-0.996431969399]
Solution 1462	0.9954753272 [0.994670461622-0.996280192765]
Solution 1463	0.9956520325 [0.994872388851-0.996431676158]
Solution 1464	0.9956471240 [0.994867441169-0.996426806878]
Solution 1465	0.9954750083 [0.994670136715-0.996279879945]
Solution 1466	0.9954701049 [0.994665195585-0.996275014157]
Solution 1467	0.9954508024 [0.994645512947-0.996256091782]
Solution 1468	0.9956523313 [0.994872693163-0.996431969399]
Solution 1469	0.9956523313 [0.994872693163-0.996431969399]
Solution 1470	0.9956523313 [0.994872693163-0.996431969399]
Solution 1471	0.9956523313 [0.994872693163-0.996431969399]
Solution 1472	0.9956523313 [0.994872693163-0.996431969399]
Solution 1473	0.9954753272 [0.994670461622-0.996280192765]
Solution 1474	0.9954753272 [0.994670461622-0.996280192765]
Solution 1475	0.9954753272 [0.994670461622-0.996280192765]
Solution 1476	0.9954753272 [0.994670461622-0.996280192765]
Solution 1477	0.9954753272 [0.994670461622-0.996280192765]
Solution 1478	0.9954753272 [0.994670461622-0.996280192765]
Solution 1479	0.9954753272 [0.994670461622-0.996280192765]
Solution 1480	0.9954753272 [0.994670461622-0.996280192765]
Solution 1481	0.9956520325 [0.994872388851-0.996431676158]
Solution 1482	0.9954750083 [0.994670136715-0.996279879945]
Solution 1483	0.9956471240 [0.994867441169-0.996426806878]
Solution 1484	0.9954701049 [0.994665195585-0.996275014157]
Solution 1485	0.9954508024 [0.994645512947-0.996256091782]
Solution 1486	0.9956520325 [0.994872388851-0.996431676158]
Solution 1487	0.9954750083 [0.994670136715-0.996279879945]
Solution 1488	0.9954750083 [0.994670136715-0.996279879945]
Solution 1489	0.9956471240 [0.994867441169-0.996426806878]
Solution 1490	0.9954701049 [0.994665195585-0.996275014157]
Solution 1491	0.9954701049 [0.994665195585-0.996275014157]
Solution 1492	0.9954508024 [0.994645512947-0.996256091782]
Solution 1493	0.9954508024 [0.994645512947-0.996256091782]
Solution 1494	0.9956520325 [0.994872388851-0.996431676158]
Solution 1495	0.9954750083 [0.994670136715-0.996279879945]
Solution 1496	0.9956471240 [0.994867441169-0.996426806878]
Solution 1497	0.9954701049 [0.994665195585-0.996275014157]
Solution 1498	0.9954508024 [0.994645512947-0.996256091782]
Solution 1499	0.9954753272 [0.994670461622-0.996280192765]
Solution 1500	0.9956520325 [0.994872388851-0.996431676158]
Solution 1501	0.9954750083 [0.994670136715-0.996279879945]
Solution 1502	0.9954750083 [0.994670136715-0.996279879945]
Solution 1503	0.9956520325 [0.994872388851-0.996431676158]
Solution 1504	0.9954750083 [0.994670136715-0.996279879945]
Solution 1505	0.9954750083 [0.994670136715-0.996279879945]
Solution 1506	0.9954750083 [0.994670136715-0.996279879945]
Solution 1507	0.9956471240 [0.994867441169-0.996426806878]
Solution 1508	0.9954701049 [0.994665195585-0.996275014157]
Solution 1509	0.9954701049 [0.994665195585-0.996275014157]
Solution 1510	0.9956471240 [0.994867441169-0.996426806878]
Solution 1511	0.9954701049 [0.994665195585-0.996275014157]
Solution 1512	0.9954701049 [0.994665195585-0.996275014157]
Solution 1513	0.9954701049 [0.994665195585-0.996275014157]
Solution 1514	0.9954508024 [0.994645512947-0.996256091782]
Solution 1515	0.9954508024 [0.994645512947-0.996256091782]
Solution 1516	0.9954508024 [0.994645512947-0.996256091782]
Solution 1517	0.9954508024 [0.994645512947-0.996256091782]
Solution 1518	0.9954508024 [0.994645512947-0.996256091782]
Solution 1519	0.9931804730 [0.992196413681-0.994164532410]
Solution 1520	0.9931800324 [0.992195967754-0.994164097071]
Solution 1521	0.9931690153 [0.992184859966-0.994153170676]
Solution 1522	0.9941845750 [0.993209710476-0.995159439502]
Solution 1523	0.9941799314 [0.993205039924-0.995154822857]
Solution 1524	0.9941672949 [0.993192254331-0.995142335423]
Solution 1525	0.9931804730 [0.992196413681-0.994164532410]
Solution 1526	0.9931800324 [0.992195967754-0.994164097071]
Solution 1527	0.9931690153 [0.992184859966-0.994153170676]
Solution 1528	0.9931804730 [0.992196413681-0.994164532410]
Solution 1529	0.9931800324 [0.992195967754-0.994164097071]
Solution 1530	0.9931690153 [0.992184859966-0.994153170676]
Solution 1531	0.9941845750 [0.993209710476-0.995159439502]
Solution 1532	0.9941799314 [0.993205039924-0.995154822857]
Solution 1533	0.9941672949 [0.993192254331-0.995142335423]
Solution 1534	0.9941845750 [0.993209710476-0.995159439502]
Solution 1535	0.9941799314 [0.993205039924-0.995154822857]
Solution 1536	0.9941672949 [0.993192254331-0.995142335423]
Solution 1537	0.9931804730 [0.992196413681-0.994164532410]
Solution 1538	0.9931800324 [0.992195967754-0.994164097071]
Solution 1539	0.9931690153 [0.992184859966-0.994153170676]
Solution 1540	0.9931804730 [0.992196413681-0.994164532410]
Solution 1541	0.9931800324 [0.992195967754-0.994164097071]
Solution 1542	0.9931690153 [0.992184859966-0.994153170676]
Solution 1543	0.9931804730 [0.992196413681-0.994164532410]
Solution 1544	0.9931800324 [0.992195967754-0.994164097071]
Solution 1545	0.9931690153 [0.992184859966-0.994153170676]
Solution 1546	0.9941845750 [0.993209710476-0.995159439502]
Solution 1547	0.9941799314 [0.993205039924-0.995154822857]
Solution 1548	0.9941672949 [0.993192254331-0.995142335423]
Solution 1549	0.9941845750 [0.993209710476-0.995159439502]
Solution 1550	0.9941799314 [0.993205039924-0.995154822857]
Solution 1551	0.9941672949 [0.993192254331-0.995142335423]
Solution 1552	0.9941845750 [0.993209710476-0.995159439502]
Solution 1553	0.9941799314 [0.993205039924-0.995154822857]
Solution 1554	0.9941672949 [0.993192254331-0.995142335423]
Solution 1555	0.9931805835 [0.992196526880-0.994164640156]
Solution 1556	0.9931805835 [0.992196526880-0.994164640156]
Solution 1557	0.9931801291 [0.992196066811-0.994164191340]
Solution 1558	0.9931801291 [0.992196066811-0.994164191340]
